"2006-01-04T07:23:00","2006-01-04T15:51:00","Test Env /3GB","Office"
"2006-01-05T09:08:00","2006-01-05T17:24:00","New Build Server","Office"
"2006-01-06T09:11:00","2006-01-06T17:26:00","New Build Server","Office"
"2006-01-09T09:25:00","2006-01-09T17:26:00","Risk Mech Build","Office"
"2006-01-10T09:04:00","2006-01-10T17:25:00","Risk Mech Build","Office"
"2006-01-11T09:08:00","2006-01-11T17:29:00","Risk Mech Build","Office"
"2006-01-12T09:05:00","2006-01-12T11:28:00","Citrix Presentation","Office"
"2006-01-12T11:28:00","2006-01-12T17:14:00","Build Machine","Office"
"2006-01-13T07:29:00","2006-01-13T15:49:00","Build Process Doc","Office"
"2006-01-16T09:15:00","2006-01-16T17:25:00","SmartSockets Issue","Office"
"2006-01-17T08:59:00","2006-01-17T14:19:00","Build Machine","Office"
"2006-01-17T14:19:00","2006-01-17T17:19:00","AutoSys Document","Office"
"2006-01-18T07:31:00","2006-01-18T10:01:00","AutoSys Document","Office"
"2006-01-18T10:01:00","2006-01-18T15:49:00","Support Issues","Office"
"2006-01-19T09:06:00","2006-01-19T17:22:00","Build Machine","Office"
"2006-01-20T09:09:00","2006-01-20T17:25:00","Build Documentation","Office"
"2006-01-23T09:11:00","2006-01-23T17:22:00","RT Server Issue","Office"
"2006-01-24T09:21:00","2006-01-24T16:54:00","RT Server Issue","Office"
"2006-01-25T08:13:00","2006-01-25T17:54:00","Build Documentation","Office"
"2006-01-26T09:30:00","2006-01-26T16:00:00","Build Documentation","Home"
"2006-01-26T20:00:00","2006-01-26T22:30:00","Doxygen Docs","Home"
"2006-01-27T09:16:00","2006-01-27T17:18:00","Build Documentation","Office"
"2006-01-30T09:17:00","2006-01-30T17:21:00","Build Documentation","Office"
"2006-01-31T09:03:00","2006-01-31T17:14:00","Build Documentation","Office"
"2006-02-01T09:13:00","2006-02-01T17:21:00","Build Documentation","Office"
"2006-02-02T09:44:00","2006-02-02T17:44:00","Build Documentation","Office"
"2006-02-03T08:57:00","2006-02-03T17:15:00","Build Documentation","Office"
"2006-02-06T09:09:00","2006-02-06T19:14:00","Build Documentation","Office"
"2006-02-07T09:09:00","2006-02-07T17:26:00","Build Documentation","Office"
"2006-02-08T09:11:00","2006-02-08T17:51:00","Telephone Interviews","Office"
"2006-02-09T10:11:00","2006-02-09T18:45:00","Telephone Interviews","Office"
"2006-02-10T00:00:00","2006-02-10T00:00:00","Holiday",""
"2006-02-13T09:18:00","2006-02-13T17:22:00","Eagle 6.3.2 Build","Office"
"2006-02-14T08:40:00","2006-02-14T16:56:00","Eagle 6.3.2 Build","Office"
"2006-02-15T08:58:00","2006-02-15T17:24:00","Eagle 6.4 Merge","Office"
"2006-02-16T09:11:00","2006-02-16T17:20:00","Build Machine","Office"
"2006-02-17T00:00:00","2006-02-17T00:00:00","Holiday",""
"2006-02-20T09:29:00","2006-02-20T20:30:00","RiskMech Bug","Office"
"2006-02-20T22:00:00","2006-02-20T23:15:00","RiskMech Bug","Office"
"2006-02-21T09:29:00","2006-02-21T16:31:00","Build Machine","Office"
"2006-02-22T07:27:00","2006-02-22T15:54:00","Build Machine","Office"
"2006-02-23T09:33:00","2006-02-23T17:25:00","Build Machine","Office"
"2006-02-24T07:28:00","2006-02-24T12:00:00","Build Machine","Office"
"2006-02-24T12:51:00","2006-02-24T16:24:00","Build Machine","Office"
"2006-02-27T07:31:00","2006-02-27T15:54:00","Build Machine","Office"
"2006-02-28T07:29:00","2006-02-28T15:51:00","Build Machine","Office"
"2006-03-01T07:31:00","2006-03-01T15:52:00","Build Machine","Office"
"2006-03-02T07:31:00","2006-03-02T15:49:00","Build Machine","Office"
"2006-03-03T07:32:00","2006-03-03T15:50:00","Eagle Scheduler","Office"
"2006-03-06T07:31:00","2006-03-06T15:53:00","Eagle Scheduler","Office"
"2006-03-07T09:13:00","2006-03-07T17:27:00","Eagle Scheduler","Office"
"2006-03-08T07:29:00","2006-03-08T15:52:00","Eagle Scheduler","Office"
"2006-03-08T20:30:00","2006-03-08T21:30:00","Eagle 6.3.2 Build","Home"
"2006-03-09T09:12:00","2006-03-09T17:52:00","Documentation","Office"
"2006-03-10T09:12:00","2006-03-10T17:15:00","Eagle Scheduler","Office"
"2006-03-13T09:12:00","2006-03-13T17:22:00","Eagle Scheduler","Office"
"2006-03-14T07:34:00","2006-03-14T15:51:00","Eagle Scheduler","Office"
"2006-03-15T09:05:00","2006-03-15T18:16:00","Eagle Scheduler","Office"
"2006-03-16T09:17:00","2006-03-16T17:27:00","Eagle Scheduler","Office"
"2006-03-17T09:03:00","2006-03-17T17:19:00","Eagle Scheduler","Office"
"2006-03-20T09:09:00","2006-03-20T17:26:00","Eagle Scheduler","Office"
"2006-03-21T09:45:00","2006-03-21T17:52:00","Eagle Scheduler","Office"
"2006-03-22T09:01:00","2006-03-22T17:21:00","Eagle Scheduler","Office"
"2006-03-23T09:51:00","2006-03-23T17:58:00","Eagle Scheduler","Office"
"2006-03-24T09:39:00","2006-03-24T17:51:00","Eagle Scheduler","Office"
"2006-03-27T00:00:00","2006-03-27T00:00:00","Holiday",""
"2006-03-28T00:00:00","2006-03-28T00:00:00","Holiday",""
"2006-03-29T00:00:00","2006-03-29T00:00:00","Holiday",""
"2006-03-30T00:00:00","2006-03-30T00:00:00","Holiday",""
"2006-03-31T00:00:00","2006-03-31T00:00:00","Holiday",""
"2006-04-03T09:18:00","2006-04-03T17:24:00","BAU","Office"
"2006-04-04T09:14:00","2006-04-04T18:21:00","Recuitment","Office"
"2006-04-05T09:27:00","2006-04-05T17:28:00","Build Machine","Office"
"2006-04-06T09:11:00","2006-04-06T18:25:00","Build Machine","Office"
"2006-04-07T09:12:00","2006-04-07T17:21:00","Support","Office"
"2006-04-08T07:45:00","2006-04-08T12:15:00","LIVE Support","Office"
"2006-04-10T09:14:00","2006-04-10T17:25:00","LIVE Support","Office"
"2006-04-11T09:15:00","2006-04-11T17:24:00","LIVE Support","Office"
"2006-04-12T09:12:00","2006-04-12T17:18:00","LIVE Support","Office"
"2006-04-13T09:15:00","2006-04-13T17:17:00","LIVE Support",""
"2006-04-14T00:00:00","2006-04-14T00:00:00","Bank Holiday",""
"2006-04-17T00:00:00","2006-04-17T00:00:00","Bank Holiday",""
"2006-04-18T09:00:00","2006-04-18T11:00:00","Eagle Scheduler","Home"
"2006-04-18T12:00:00","2006-04-18T17:00:00","Eagle Scheduler","Home"
"2006-04-18T19:30:00","2006-04-18T21:00:00","Eagle Scheduler","Home"
"2006-04-19T09:38:00","2006-04-19T17:48:00","Eagle Scheduler","Office"
"2006-04-20T09:03:00","2006-04-20T13:00:00","Eagle Scheduler","Office"
"2006-04-20T13:45:00","2006-04-20T17:52:00","Eagle Scheduler","Office"
"2006-04-21T09:36:00","2006-04-21T18:02:00","Eagle Scheduler","Office"
"2006-04-24T07:35:00","2006-04-24T15:49:00","Eagle Scheduler","Office"
"2006-04-25T07:37:00","2006-04-25T15:51:00","Eagle Scheduler","Office"
"2006-04-25T20:00:00","2006-04-25T23:10:00","Eagle Scheduler","Office"
"2006-04-26T07:36:00","2006-04-26T15:49:00","Eagle Scheduler","Office"
"2006-04-26T20:00:00","2006-04-26T21:02:00","Eagle Scheduler","Office"
"2006-04-27T09:07:00","2006-04-27T17:24:00","Eagle Scheduler","Office"
"2006-04-28T08:03:00","2006-04-28T12:34:00","Eagle Scheduler","Office"
"2006-04-28T13:44:00","2006-04-28T17:24:00","Eagle Scheduler","Office"
"2006-05-01T00:00:00","2006-05-01T00:00:00","Bank Holiday",""
"2006-05-02T07:25:00","2006-05-02T15:49:00","Eagle Scheduler","Office"
"2006-05-03T07:25:00","2006-05-03T15:53:00","Eagle Scheduler","Office"
"2006-05-04T09:11:00","2006-05-04T17:24:00","Eagle Scheduler","Office"
"2006-05-05T08:08:00","2006-05-05T17:24:00","Eagle Scheduler","Office"
"2006-05-05T20:29:00","2006-05-05T23:18:00","Eagle 6.3.4 UAT","Home"
"2006-05-08T09:10:00","2006-05-08T17:17:00","DataSynapse Training","Office"
"2006-05-09T09:01:00","2006-05-09T17:21:00","DataSynapse Training","Office"
"2006-05-10T09:18:00","2006-05-10T17:19:00","DataSynapse Training","Office"
"2006-05-11T08:03:00","2006-05-11T16:07:00","DataSynapse Training","Office"
"2006-05-12T09:06:00","2006-05-12T17:28:00","DataSynapse Training","Office"
"2006-05-15T07:26:00","2006-05-15T15:49:00","Eagle 6.3.4 UAT","Office"
"2006-05-16T09:25:00","2006-05-16T17:55:00","DataSynapse Architecture","Office"
"2006-05-17T09:09:00","2006-05-17T17:20:00","Eagle 6.3.4 UAT","Office"
"2006-05-18T09:13:00","2006-05-18T17:51:00","Meeting Documentation","Office"
"2006-05-19T09:09:00","2006-05-19T12:00:00","Meeting Documentation","Office"
"2006-05-19T16:00:00","2006-05-19T21:39:00","Meeting Documentation","Office"
"2006-05-22T09:19:00","2006-05-22T17:21:00","Meeting Documentation","Office"
"2006-05-23T09:11:00","2006-05-23T17:25:00","Eagle 6.3.5 Build","Office"
"2006-05-24T09:05:00","2006-05-24T17:22:00","Eagle 6.3.5 Build","Office"
"2006-05-25T09:04:00","2006-05-25T17:50:00","DataSynapse Port","Office"
"2006-05-26T09:02:00","2006-05-26T17:25:00","DataSynapse Port","Office"
"2006-05-29T00:00:00","2006-05-29T00:00:00","Bank Holiday",""
"2006-05-30T09:11:00","2006-05-30T17:51:00","DataSynapse Port","Office"
"2006-05-31T09:06:00","2006-05-31T18:18:00","DataSynapse Port","Office"
"2006-06-01T09:08:00","2006-06-01T17:50:00","DataSynapse Port","Office"
"2006-06-02T08:01:00","2006-06-02T12:45:00","DataSynapse Port","Office"
"2006-06-02T13:45:00","2006-06-02T17:31:00","DataSynapse Port","Office"
"2006-06-02T20:33:00","2006-06-03T00:10:00","DataSynapse Port","Office"
"2006-06-05T09:13:00","2006-06-05T13:30:00","LIVE Support","Home"
"2006-06-05T14:00:00","2006-06-05T17:30:00","LIVE Support","Home"
"2006-06-05T18:15:00","2006-06-05T21:40:00","LIVE Support","Home"
"2006-06-06T09:10:00","2006-06-06T17:30:00","LIVE Support","Home"
"2006-06-06T19:45:00","2006-06-06T20:59:00","DataSynapse Port","Home"
"2006-06-07T09:13:00","2006-06-07T17:51:00","LIVE Support","Office"
"2006-06-08T09:13:00","2006-06-08T14:54:00","LIVE Support","Office"
"2006-06-08T14:55:00","2006-06-08T17:53:00","DataSynapse Port","Office"
"2006-06-09T09:05:00","2006-06-09T17:24:00","DataSynapse Port","Office"
"2006-06-12T07:29:00","2006-06-12T15:53:00","DataSynapse Port","Office"
"2006-06-13T09:15:00","2006-06-13T15:00:00","DataSynapse Port","Home"
"2006-06-13T16:15:00","2006-06-13T17:30:00","DataSynapse Port","Home"
"2006-06-13T20:00:00","2006-06-13T21:00:00","DataSynapse Port","Home"
"2006-06-14T10:40:00","2006-06-14T18:54:00","DataSynapse Port","Office"
"2006-06-15T09:03:00","2006-06-15T13:17:00","DataSynapse Port","Office"
"2006-06-15T14:17:00","2006-06-15T18:21:00","DataSynapse Port","Office"
"2006-06-16T09:05:00","2006-06-16T14:11:00","DataSynapse Port","Office"
"2006-06-16T15:11:00","2006-06-16T18:24:00","DataSynapse Port","Office"
"2006-06-19T08:01:00","2006-06-19T16:22:00","DataSynapse Port","Office"
"2006-06-20T08:02:00","2006-06-20T16:23:00","DataSynapse Port","Office"
"2006-06-21T08:00:00","2006-06-21T16:28:00","RiskMech 6.2 Build","Office"
"2006-06-21T20:15:00","2006-06-21T23:06:00","RiskMech 6.2 Build","Home"
"2006-06-22T08:05:00","2006-06-22T17:17:00","DataSynapse Port","Office"
"2006-06-23T08:31:00","2006-06-23T17:55:00","DataSynapse Port","Office"
"2006-06-26T09:08:00","2006-06-26T14:45:00","DataSynapse Port","Home"
"2006-06-26T15:45:00","2006-06-26T17:00:00","DataSynapse Port","Home"
"2006-06-26T17:30:00","2006-06-26T19:45:00","DataSynapse Port","Home"
"2006-06-26T20:15:00","2006-06-26T23:11:00","DataSynapse Port","Home"
"2006-06-27T10:19:00","2006-06-27T18:38:00","DataSynapse Port","Office"
"2006-06-28T09:37:00","2006-06-28T17:24:00","DataSynapse Port","Office"
"2006-06-28T19:20:00","2006-06-28T19:50:00","DataSynapse Port","Home"
"2006-06-28T20:30:00","2006-06-28T22:30:00","DataSynapse Port","Home"
"2006-06-29T09:11:00","2006-06-29T17:24:00","DataSynapse Port","Office"
"2006-06-30T09:05:00","2006-06-30T12:17:00","DataSynapse Port","Office"
"2006-06-30T13:17:00","2006-06-30T18:17:00","DataSynapse Port","Office"
"2006-07-03T09:10:00","2006-07-03T17:25:00","DataSynapse Port","Office"
"2006-07-04T09:06:00","2006-07-04T17:42:00","DataSynapse Port","Office"
"2006-07-05T09:09:00","2006-07-05T17:48:00","DataSynapse Port","Office"
"2006-07-06T09:04:00","2006-07-06T17:21:00","DataSynapse Port","Office"
"2006-07-07T09:04:00","2006-07-07T17:17:00","DataSynapse Port","Office"
"2006-07-10T09:06:00","2006-07-10T17:24:00","DataSynapse Port","Office"
"2006-07-11T09:09:00","2006-07-11T17:27:00","DataSynapse Port","Office"
"2006-07-12T09:04:00","2006-07-12T17:54:00","DataSynapse Port","Office"
"2006-07-13T09:03:00","2006-07-13T17:52:00","DataSynapse Port","Office"
"2006-07-14T09:15:00","2006-07-14T17:50:00","DataSynapse Port","Office"
"2006-07-17T09:06:00","2006-07-17T17:23:00","WebSphere Issue","Office"
"2006-07-18T09:02:00","2006-07-18T17:25:00","LIVE Support","Office"
"2006-07-19T09:09:00","2006-07-19T17:55:00","LIVE Support","Office"
"2006-07-20T09:01:00","2006-07-20T14:49:00","LIVE Support","Office"
"2006-07-20T14:49:00","2006-07-20T18:08:00","DataSynapse Port","Office"
"2006-07-21T09:04:00","2006-07-21T17:22:00","DataSynapse Port","Office"
"2006-07-24T07:52:00","2006-07-24T15:55:00","DataSynapse Port","Office"
"2006-07-25T07:48:00","2006-07-25T15:59:00","DataSynapse Port","Office"
"2006-07-25T20:36:00","2006-07-25T23:35:00","DataSynapse Port","Home"
"2006-07-26T08:01:00","2006-07-26T16:07:00","DataSynapse Port","Office"
"2006-07-26T20:26:00","2006-07-27T00:28:00","DataSynapse Port","Home"
"2006-07-27T08:32:00","2006-07-27T09:32:00","DataSynapse Port","Home"
"2006-07-27T10:12:00","2006-07-27T19:19:00","DataSynapse Port","Home"
"2006-07-28T08:35:00","2006-07-28T18:05:00","DataSynapse Port","Office"
"2006-07-31T00:00:00","2006-07-31T00:00:00","Holiday",""
"2006-08-01T00:00:00","2006-08-01T00:00:00","Holiday",""
"2006-08-02T00:00:00","2006-08-02T00:00:00","Holiday",""
"2006-08-03T00:00:00","2006-08-03T00:00:00","Holiday",""
"2006-08-04T00:00:00","2006-08-04T00:00:00","Holiday",""
"2006-08-07T00:00:00","2006-08-07T00:00:00","Holiday",""
"2006-08-08T00:00:00","2006-08-08T00:00:00","Holiday",""
"2006-08-09T00:00:00","2006-08-09T00:00:00","Holiday",""
"2006-08-10T00:00:00","2006-08-10T00:00:00","Holiday",""
"2006-08-11T00:00:00","2006-08-11T00:00:00","Holiday",""
"2006-08-14T07:55:00","2006-08-14T16:24:00","DataSynapse Port","Office"
"2006-08-15T08:01:00","2006-08-15T16:27:00","DataSynapse Port","Office"
"2006-08-16T08:01:00","2006-08-16T16:25:00","DataSynapse Port","Office"
"2006-08-17T08:06:00","2006-08-17T13:04:00","DataSynapse Port","Office"
"2006-08-17T13:50:00","2006-08-17T17:24:00","DataSynapse Port","Office"
"2006-08-18T09:36:00","2006-08-18T17:54:00","DataSynapse Port","Office"
"2006-08-21T08:06:00","2006-08-21T17:24:00","DataSynapse Port","Office"
"2006-08-22T09:39:00","2006-08-22T18:03:00","DataSynapse Port","Office"
"2006-08-23T09:08:00","2006-08-23T17:51:00","DataSynapse Port","Office"
"2006-08-24T09:20:00","2006-08-24T18:22:00","DataSynapse Port","Office"
"2006-08-25T09:01:00","2006-08-25T19:23:00","DataSynapse Port","Office"
